id	filename	md5	size	state
76cc4926-ad90-42a2-a158-cd4f832ab7fd	76cc4926-ad90-42a2-a158-cd4f832ab7fd/c1459cbf-7d8f-43b8-a69c-bc824454929e.htseq.counts.gz	9942b4611b97c8d22c3535ce900c772f	262492	validated
7b089cd4-27e8-4e90-9c02-581b3d24f35f	7b089cd4-27e8-4e90-9c02-581b3d24f35f/db006b3d-fe93-4453-a51e-d78d5c670f9f.htseq.counts.gz	1b6d977edd93a02c1e3493fdea458ff1	258360	validated
7d68f03b-fb66-44e5-95c4-858015a0c1e8	7d68f03b-fb66-44e5-95c4-858015a0c1e8/bc9e63bf-fd1c-425a-8976-bc222413c489.htseq.counts.gz	ae3dc95d9582c35ad0b9dfa2af40f598	265564	validated
7dbbbc28-64e5-43f2-b965-62c23b7cc6a2	7dbbbc28-64e5-43f2-b965-62c23b7cc6a2/836cabb0-9afc-4096-9b3e-da10bb9ea804.htseq.counts.gz	107ebca875e4019bb6fa99c2f2829914	263070	validated
8499074c-4792-4319-9646-b06718c4ab32	8499074c-4792-4319-9646-b06718c4ab32/5ab45877-d918-435d-af1a-40aeeb60f957.htseq.counts.gz	74f072b0063220858fa39762735ccee3	265489	validated
86766144-e276-4f86-b9f0-496a40425b81	86766144-e276-4f86-b9f0-496a40425b81/39987d4a-03d0-4d74-9b03-9ba318c0a2b1.htseq.counts.gz	263f7cd722d9f07b791fc5bb89f8f928	259756	validated
86afc73b-d2ed-4434-9d7c-c208ed779843	86afc73b-d2ed-4434-9d7c-c208ed779843/12e6b7d6-f93d-4ab4-90e1-59574cf0d5bc.htseq.counts.gz	56884a6f62c6ac70995aaa07c9062a74	258012	validated
87fc2a6c-a23c-4561-89da-0d3c42697d7f	87fc2a6c-a23c-4561-89da-0d3c42697d7f/6f9aaea7-dd2e-4baf-9fd1-00c8ff4b23ba.htseq.counts.gz	bd33748cdea1a144c54bed97e2a134ce	258222	validated
8b8d090f-b458-40a6-8f63-16067edb25a9	8b8d090f-b458-40a6-8f63-16067edb25a9/e33a9800-8c1e-4164-b631-a07be0c39cbc.htseq.counts.gz	e49ca0e4c60bca4edd264167e62321b3	261601	validated
92e191d6-c912-46ff-9e60-a187cd418f0a	92e191d6-c912-46ff-9e60-a187cd418f0a/4d7c2b0e-f62b-4893-9d88-70a83688e1cf.htseq.counts.gz	d4760e117732dd17a97e3dbe7125126b	255426	validated
93043dca-092d-4498-89a0-b6aef128a5ff	93043dca-092d-4498-89a0-b6aef128a5ff/1e46ba47-0a66-4f70-b508-c619c6129e33.htseq.counts.gz	504cbf85f0124be7990fa70090a39a6d	261343	validated
990f70d4-ad29-4a80-aebe-c01328121170	990f70d4-ad29-4a80-aebe-c01328121170/32860e74-cf2c-4537-b4cb-83e62cf0a4db.htseq.counts.gz	b4d2c2239a116d0ea09471ffdcf97e45	258497	validated
9c977209-00be-474c-bb95-280e70f7b7eb	9c977209-00be-474c-bb95-280e70f7b7eb/749efeb5-db08-4ccd-8cd6-767ca80c85a8.htseq.counts.gz	8b85684593c7f98242b499f1c9e1fdd2	263091	validated
a11d7513-7e29-4e0b-9e0a-93811a304222	a11d7513-7e29-4e0b-9e0a-93811a304222/e188310b-58a2-4dc8-a063-bc3cf7910619.htseq.counts.gz	61b0f83689c06f6edd6df8a264948ac3	254853	validated
a473e3fa-0311-4bf0-acce-7243aed1f1b2	a473e3fa-0311-4bf0-acce-7243aed1f1b2/ca05e72f-65c8-400c-aec6-c5225e20d3e7.htseq.counts.gz	3c1cb704a6180671e1e2521f867217a1	254672	validated
a48f58a9-4b43-4d0d-ba26-1b6f27fe91a6	a48f58a9-4b43-4d0d-ba26-1b6f27fe91a6/aeabc5e2-27d2-4bcc-84ae-84cc60beeec0.htseq.counts.gz	087d525d6d46affcd0ddd3c17a44b320	263959	validated
a5b9d6ed-80fe-451a-bc57-80b35f6ca3d9	a5b9d6ed-80fe-451a-bc57-80b35f6ca3d9/b3113d8e-5469-460e-a143-e51d07c64e48.htseq.counts.gz	5e564def237c2d1cdbcb08f0dfb371ed	260713	validated
a5cfe23e-3ceb-433d-be83-5f33a628833e	a5cfe23e-3ceb-433d-be83-5f33a628833e/b70f4e88-ec19-4a3b-bc7f-4a0a424f8f21.htseq.counts.gz	0c5f2ec6400f0b7c3128fa6722ae04b4	253911	validated
a6a80a36-e154-44b9-8340-c2dab6132d04	a6a80a36-e154-44b9-8340-c2dab6132d04/44df188d-5dd0-488b-9a21-e9ce57f35077.htseq.counts.gz	5933ab5906055f53bf3e9d36007623aa	263206	validated
aa111f8e-9321-4b19-9f1b-167ab620619d	aa111f8e-9321-4b19-9f1b-167ab620619d/73202a91-d390-4c09-909d-82e5c893c454.htseq.counts.gz	0aa81445878dc27639a3b0ea512b2a8f	254907	validated
aa89bfe6-591c-4f3e-91dd-9a5fa39c2edd	aa89bfe6-591c-4f3e-91dd-9a5fa39c2edd/c6ea6060-af39-42ee-808a-ae333401f08c.htseq.counts.gz	ca2ccef1dba25788582757e50a8fe2b7	250986	validated
adb89d5b-d69a-4d1b-9c7f-60c6f9364da5	adb89d5b-d69a-4d1b-9c7f-60c6f9364da5/d30665c3-85fc-4364-b9ca-fa81fd916137.htseq.counts.gz	3b1b0c0e0f326ef4174e9726561343a2	257345	validated
adf19ec8-627e-404b-b074-e295f8896810	adf19ec8-627e-404b-b074-e295f8896810/147fe9a0-534d-4267-9709-3878a648c755.htseq.counts.gz	93bac53a9fdacc84735f8a8351f692b6	260995	validated
ae2a6b56-3b25-4822-b5dc-300632d82afa	ae2a6b56-3b25-4822-b5dc-300632d82afa/317f72b2-51cd-496a-bdb2-d23c4e4c5aa6.htseq.counts.gz	35c4dea7e1bea3cb6772800b4cd52d14	262474	validated
b3198b99-e2df-4468-b6f7-10b71c436a44	b3198b99-e2df-4468-b6f7-10b71c436a44/8a4c34c7-f42b-48e3-bddb-16229097b2a9.htseq.counts.gz	a818a76e2ce520796ee6f1b672955a33	257227	validated
b359fd05-642e-4373-b6f4-b994a7b794be	b359fd05-642e-4373-b6f4-b994a7b794be/f7d0230a-eae0-4c64-9c45-e0bbff3dcbe4.htseq.counts.gz	0f3ec5865da7a8c5d97c9f4568aed768	259273	validated
b418a44a-32da-4345-9134-2e4655497d87	b418a44a-32da-4345-9134-2e4655497d87/970a3005-f668-494b-99c6-08b56692aaf5.htseq.counts.gz	02fa7719f533d624de23134ad8182934	262135	validated
b66175d0-e5af-4acc-a719-f9fe9b4b1a23	b66175d0-e5af-4acc-a719-f9fe9b4b1a23/dc9a90f9-cfee-4e75-b1b4-ace36b09ea16.htseq.counts.gz	d4c9d3b29d4b971242bac53e7d3993ff	263087	validated
b9b5354e-1f6d-4a44-b3fe-d0b7c691e3fd	b9b5354e-1f6d-4a44-b3fe-d0b7c691e3fd/0bb9cd35-d245-4fe6-b720-0b827505b6e2.htseq.counts.gz	a5874fa137d730bd89c4e534fb295a98	257552	validated
ba721e40-4581-418d-81b1-af625388954d	ba721e40-4581-418d-81b1-af625388954d/253560ae-d7c5-4f89-9283-328913159c7a.htseq.counts.gz	184f4f80c43eb01e787772d1a96af56c	259297	validated
bfae927a-6565-4883-816b-ace8c9f2015c	bfae927a-6565-4883-816b-ace8c9f2015c/c763732d-3465-4723-9faf-5cc8f253c7b7.htseq.counts.gz	d2f63a013ec467fe0708e29b7cc6bb96	264481	validated
c2453442-5931-4923-b7e1-efbfcbba6c2c	c2453442-5931-4923-b7e1-efbfcbba6c2c/dce4f9da-a55d-4e45-b014-1e67684a4ffb.htseq.counts.gz	407f82bc598b34caed65cd49b50c976a	259542	validated
c54d7328-385c-4e33-b5ba-5d4ad05dcc71	c54d7328-385c-4e33-b5ba-5d4ad05dcc71/83436e39-a06f-46f0-9450-d8667f1c7683.htseq.counts.gz	abb709b0d7fa1d062eed636cb88652f2	263677	validated
c58e0865-8ca9-4b3f-a5a2-aca17aab52b9	c58e0865-8ca9-4b3f-a5a2-aca17aab52b9/46da4db8-8504-4f8e-b97c-964cbd2dd65e.htseq.counts.gz	2a62d05ef615fea29b8933446db82745	257814	validated
c5e996a4-f1a3-4334-80ed-000c077ef7ad	c5e996a4-f1a3-4334-80ed-000c077ef7ad/798c7adc-05f0-4672-947a-1a53a9ed7340.htseq.counts.gz	d42a0be8a8aa6cb461fb65f7520f0da2	251577	validated
c7a39cd9-4b42-4837-9aad-8a685425b375	c7a39cd9-4b42-4837-9aad-8a685425b375/a47576ed-29ae-4bdd-8c64-d154637172dd.htseq.counts.gz	93a28a5f96d1add2f7760af87e11852b	262159	validated
c841db0f-53df-4ef3-84e4-5b13e642cc14	c841db0f-53df-4ef3-84e4-5b13e642cc14/4cec94cb-d067-4b23-a74b-98da46134562.htseq.counts.gz	394eb25a596e3050a1534dc2aabe7a8d	261888	validated
c98fe0c2-7f20-46d6-9ef5-498cfc70c9c4	c98fe0c2-7f20-46d6-9ef5-498cfc70c9c4/336731dd-7471-4e09-a622-41b835bdadf9.htseq.counts.gz	f2b5e27dcfd3a36089f378bf3552fb69	251727	validated
c99284f7-51c3-4c4a-838e-0b4bacfe5d39	c99284f7-51c3-4c4a-838e-0b4bacfe5d39/f87e979d-2869-4742-84aa-30fd103a73fe.htseq.counts.gz	af010894b67c025b777d8a759219a271	261464	validated
cb34590d-ac15-4d3d-89bf-4e1c62580488	cb34590d-ac15-4d3d-89bf-4e1c62580488/2e7840e6-2d64-41f7-afb3-bc0be331a80f.htseq.counts.gz	714b84c4e29e4af67fc829c316a121df	259089	validated
cb8346c4-8286-4a12-931a-fd9e3bc9298c	cb8346c4-8286-4a12-931a-fd9e3bc9298c/3bc6379c-fcac-488f-91ed-bc60d0abf472.htseq.counts.gz	3bad0fa95307fdc862e49cce12b2aa8c	245710	validated
cded74b8-ad68-4820-9014-ab10e42916f7	cded74b8-ad68-4820-9014-ab10e42916f7/c2827d52-b38d-4004-8730-d3769b891187.htseq.counts.gz	0db8806665fbc33104164eb8eea0f3e9	262615	validated
cff91679-7253-480d-9737-f45420c1303d	cff91679-7253-480d-9737-f45420c1303d/922886ab-07a2-41be-8c0c-91d0719f19b6.htseq.counts.gz	cb241ee36cff4d346258742ed986d2ab	263205	validated
cffdd99b-9e50-4ccc-99d3-f8dd9093eb8e	cffdd99b-9e50-4ccc-99d3-f8dd9093eb8e/d4fa1e61-bbc6-4ba9-aeec-4cc89ce539b8.htseq.counts.gz	1763545437d48a7b3b4f4e40d396ec86	254257	validated
d11da87c-60de-463c-a155-e4163e162db2	d11da87c-60de-463c-a155-e4163e162db2/6ab7a293-ffd5-4852-9856-448df21b9b08.htseq.counts.gz	c7d70cd111a365dccab97c119684cc90	256640	validated
d206cea0-1f75-4c5f-855b-8f556a12d752	d206cea0-1f75-4c5f-855b-8f556a12d752/b5ff963b-4926-4af3-bab3-26697fba9155.htseq.counts.gz	171d29184221dde3e6ce9a345929a204	262251	validated
d42d501f-be17-4aaf-834a-033eb4af5843	d42d501f-be17-4aaf-834a-033eb4af5843/d62751ca-d171-4e69-8696-af61ed209647.htseq.counts.gz	fc91f4b165dfbc83b8aa985bb63a4578	261497	validated
d7c6ad17-64fd-4f91-b255-e80067473027	d7c6ad17-64fd-4f91-b255-e80067473027/f31bc6d0-71e1-4a84-9f23-25f3bc7e71ed.htseq.counts.gz	2d4788b1174b50aa73af083762b0bc1e	256995	validated
d7e63c99-60b2-4cee-9473-69bd0b0c8afd	d7e63c99-60b2-4cee-9473-69bd0b0c8afd/efce5bc7-aed2-4f3a-9574-fe59b655f57e.htseq.counts.gz	fbd30200c7c018a82c1dc5ecea82244a	254717	validated
d98a337d-7562-42f0-9168-be369b96cd40	d98a337d-7562-42f0-9168-be369b96cd40/60d19fd5-f7dd-4421-b03d-414b31c46daa.htseq.counts.gz	af814061ab0b5ce2711e0b4212501065	263044	validated
d9cf7dbc-34b4-4580-a8ab-424f1e0f58b2	d9cf7dbc-34b4-4580-a8ab-424f1e0f58b2/419ffb86-9d3b-4564-a2b8-c563e542d11d.htseq.counts.gz	0ec7b23f05c3bb62cb9a401565352261	262871	validated
da02721e-765a-4fb2-8167-baaebe3396da	da02721e-765a-4fb2-8167-baaebe3396da/a861c037-da5e-480a-a006-d2747114b1dc.htseq.counts.gz	981fa5b281e233071d5e4ef2aeaba900	260032	validated
dc14afe6-9da9-43a4-8d8e-76fe384c472a	dc14afe6-9da9-43a4-8d8e-76fe384c472a/24bc6017-0bad-4400-bc56-49a9d7e644df.htseq.counts.gz	21bc2d62eb74e187467b2b3886cbbaf3	261945	validated
e28d964c-0224-4208-919e-377e7822fb85	e28d964c-0224-4208-919e-377e7822fb85/bef94553-3989-43a6-959b-59a4d6e42175.htseq.counts.gz	eb04cf36beab01f2d85be6128f90199e	260192	validated
e2a44cfc-329d-4aa9-b398-d79721e4d5ce	e2a44cfc-329d-4aa9-b398-d79721e4d5ce/aef12c8f-bbc6-40e0-b1c8-f48f483b5770.htseq.counts.gz	586b4a5e5528028a6668c1f75a9d4a57	262065	validated
e33b255c-8866-4b9e-8c97-d2960391743d	e33b255c-8866-4b9e-8c97-d2960391743d/cd9bd9ec-7a53-41b2-a4a0-9e9e81e2ee89.htseq.counts.gz	98e15f2a225170d146d40ba144a56dce	261002	validated
e348e99e-f915-44d0-9fe1-eb8d81d85f08	e348e99e-f915-44d0-9fe1-eb8d81d85f08/6bd64fe0-d720-498c-98ef-5f4fed1c628d.htseq.counts.gz	293348c92f43dc2d06da2a53c8bcebea	259006	validated
e8c09be4-5ce0-47c0-8355-cb1217720b93	e8c09be4-5ce0-47c0-8355-cb1217720b93/88cff3f6-03c3-494f-a85d-d29ec76fda97.htseq.counts.gz	e88715863824b6a714a90d7ca340916a	254678	validated
e93e2f63-9ec0-4c63-a614-083e3f844f8f	e93e2f63-9ec0-4c63-a614-083e3f844f8f/be28a9d0-f392-416c-be7c-1e4a5b96f68c.htseq.counts.gz	2af5b7873d092f26b8db85995afab128	262596	validated
eaa40588-efb1-4697-9e0f-b2a6e634ebee	eaa40588-efb1-4697-9e0f-b2a6e634ebee/9f33b653-6241-4d18-95d8-fe6ab4126524.htseq.counts.gz	97c69fb046101d4ae88175260fd706bd	261901	validated
f0c61c11-511d-49dc-b67f-101fb0400805	f0c61c11-511d-49dc-b67f-101fb0400805/717d9887-98cf-4460-911f-13a93f31246a.htseq.counts.gz	70faa8b5a6441370b9bcf5804700f74a	257559	validated
f659b52e-6ea1-4c89-919d-ccf98618c24c	f659b52e-6ea1-4c89-919d-ccf98618c24c/5cc8ca38-b2f9-4958-b276-e3eabe6e01f6.htseq.counts.gz	9c5170f6625f85a6ef914452bd8fe3ca	265370	validated
f7811802-d099-42ef-b5bf-2a13432b4383	f7811802-d099-42ef-b5bf-2a13432b4383/8d5ca6c8-3174-44e8-8ceb-e97079fa0a93.htseq.counts.gz	c67a71956afc7e77c2e8dbad2298b2b1	256299	validated
f787d867-3e8a-4e74-8bfd-47657e80c727	f787d867-3e8a-4e74-8bfd-47657e80c727/7ecf18f3-7a8c-4176-b78b-7df60d6330f3.htseq.counts.gz	b1fceb3b9fe868b7663554ea060c9fb6	260736	validated
fa70ca61-4a9e-4352-aa14-513a04d3a43a	fa70ca61-4a9e-4352-aa14-513a04d3a43a/64f89a5a-9f74-4751-9740-e6858617da7f.htseq.counts.gz	db81000c20a08777f8ec44fe2e0affc5	260813	validated
fc6571ae-1a0e-4ed7-9751-1d6d34d1e75c	fc6571ae-1a0e-4ed7-9751-1d6d34d1e75c/f807dc9d-d1aa-4e73-bffc-c98193597838.htseq.counts.gz	6186f53538c0a6360d54c8dfdb2d2b90	258830	validated
