id	filename	md5	size	state
0397a0ce-2224-4c97-a23b-9a3f767d7efc	0397a0ce-2224-4c97-a23b-9a3f767d7efc/bb3f1370-3234-4328-a9fb-8fa92da0d071.htseq.counts.gz	384c4df490d4aba044fc879d98b4db5f	252184	validated
04dc0b3f-b70b-46de-a09d-b474f9f64a7b	04dc0b3f-b70b-46de-a09d-b474f9f64a7b/ffe2a523-ea55-407c-a5ca-52d3a184f232.htseq.counts.gz	e2fa3502410bf3ab94e9e2baf89d52d6	260669	validated
0ce4465c-3a68-44c7-852c-c57f80eb8c1f	0ce4465c-3a68-44c7-852c-c57f80eb8c1f/ed7e3d85-3fc4-4fbe-8feb-13ad31e8cf70.htseq.counts.gz	bdac6c97b9273b068519844abee2e550	256905	validated
0dc94b1a-83c2-4305-b903-dcb26ecf4a32	0dc94b1a-83c2-4305-b903-dcb26ecf4a32/cd3fbe8b-71e3-4437-983f-809f1ae5e9cf.htseq.counts.gz	8bcfddbefac26d54a46911da7d217d50	259882	validated
11a3cb08-de8b-42a7-9c07-d9283370f787	11a3cb08-de8b-42a7-9c07-d9283370f787/351f5723-7a2b-487e-8c1c-4c627afd2141.htseq.counts.gz	88d0b2b176ff2a18c0984a0aeda5d092	256505	validated
1737902d-702e-4ec5-b104-51146efd13e3	1737902d-702e-4ec5-b104-51146efd13e3/53db1847-ad1e-43d3-99a2-f6244679cc50.htseq.counts.gz	35cad37565de682387b067c5e377a74a	254946	validated
1b1990d1-8e1f-495b-8533-f62d0e1bb682	1b1990d1-8e1f-495b-8533-f62d0e1bb682/d8b37f77-500a-4c1e-b344-41f4e0c6fea6.htseq.counts.gz	be7597fdf84be7b927391088259c2b6b	264627	validated
1bcbcc70-08da-4cd0-8469-bd0a4d154fd2	1bcbcc70-08da-4cd0-8469-bd0a4d154fd2/69057d67-b8fb-4e41-8961-ed1864ba3a4b.htseq.counts.gz	d5288d272daf0b32ec20bbe97534c7b7	262004	validated
1de93911-0d01-4d8b-a843-874facac6c6f	1de93911-0d01-4d8b-a843-874facac6c6f/6c45388f-00c2-4052-ab22-833d9d76fcf9.htseq.counts.gz	f7289b82054262b062c702f038e89eb8	247027	validated
24d999c6-5054-4704-8122-8713bd76eb63	24d999c6-5054-4704-8122-8713bd76eb63/28bfefe4-61de-4e9e-8027-686fd9dd425b.htseq.counts.gz	aee9b093495ca9af8046c0e403da2c08	250287	validated
28dee8b7-78ce-47d9-b218-99493a1b3863	28dee8b7-78ce-47d9-b218-99493a1b3863/2d9de862-f644-45c2-9c96-d5d24d05f3f2.htseq.counts.gz	761a0192b981cacb20dbda4f12437b52	252772	validated
29d0b228-2769-4fd9-a969-249eb5624e4e	29d0b228-2769-4fd9-a969-249eb5624e4e/5ca25e56-8607-4473-a543-b3be515d5236.htseq.counts.gz	32c36c66208c5f786846a39d4a8d32c1	244292	validated
2bb4fd99-8cff-4b8b-80db-4f9033fad0f8	2bb4fd99-8cff-4b8b-80db-4f9033fad0f8/01411772-3c6a-494e-9a61-7e96812b785a.htseq.counts.gz	c9930b5167f295f8906e658964226840	269222	validated
2c6be8c7-ecf9-4341-afa6-9e45a23bdcc3	2c6be8c7-ecf9-4341-afa6-9e45a23bdcc3/18225f58-2ba3-4e5c-b1f8-79c02bb816c6.htseq.counts.gz	239545de5b6eff8913826cd38bd870d9	255317	validated
2f780fee-cb3b-4d70-9f8c-c3b083e57526	2f780fee-cb3b-4d70-9f8c-c3b083e57526/16afa649-9060-4b95-8072-f018bd4854cc.htseq.counts.gz	d1d4d73f22fe07acd550a0d3d00e7123	251661	validated
371c71d1-5f6f-4f05-baeb-82b0e7d2553f	371c71d1-5f6f-4f05-baeb-82b0e7d2553f/32d19362-1f02-4584-b30a-758c1ba99c8a.htseq.counts.gz	f8a814955f2c11427fca68344f6d8fd3	259090	validated
39bb3241-0dd4-40e9-9449-3bdccff2d712	39bb3241-0dd4-40e9-9449-3bdccff2d712/f59dd8c8-0d62-44b6-b84a-6e67076e7f0b.htseq.counts.gz	f1d32e5bc7ba9e7072b4b4221a1969f7	254375	validated
3a44af70-172a-4df6-ac4b-7ede52dfa58b	3a44af70-172a-4df6-ac4b-7ede52dfa58b/2daf968e-55ba-42e4-a420-25a691604027.htseq.counts.gz	c33f76d0d3493349a7e81a665d795c68	256759	validated
40beb314-5bb4-4cee-ab06-0838bf427d7d	40beb314-5bb4-4cee-ab06-0838bf427d7d/043d917d-4265-43ad-be01-cf857ddd84eb.htseq.counts.gz	b687bf7bd04165c58eadf4135b2f7649	257630	validated
41f97c68-ef08-41b4-aaec-c84cacc108de	41f97c68-ef08-41b4-aaec-c84cacc108de/c406c657-3d56-474a-bcb6-d2abd7ef2588.htseq.counts.gz	925217dd85139df3db3d3953d4f3b06d	254438	validated
4d95e290-62b9-44e3-9c21-1665f3c35b93	4d95e290-62b9-44e3-9c21-1665f3c35b93/3ec758aa-c145-4b2c-a847-77dbf1d01c4c.htseq.counts.gz	a561427e319110e79beb312eca5d50c1	264026	validated
4dc628db-a690-4cd2-a204-2b7b369e4f91	4dc628db-a690-4cd2-a204-2b7b369e4f91/a1525390-c148-4d1b-88ed-f6f874f39387.htseq.counts.gz	2598529e06d179911b9bbf0d8a9d27bd	266229	validated
5019257b-df99-4eec-bb57-d7238c573a13	5019257b-df99-4eec-bb57-d7238c573a13/27e73964-234d-494a-a7cd-17ab924b0d22.htseq.counts.gz	66e3f5a7b80387eb848eb8b7d0c36ca8	251297	validated
56c6afc0-566d-4732-879d-fd0020eefb0d	56c6afc0-566d-4732-879d-fd0020eefb0d/b3d4ce62-1ef3-4411-9ed0-924191070139.htseq.counts.gz	753eb6ae10b8842b1a2f38332f6e9399	263280	validated
57aa2ba1-c539-4030-8a18-cf83c80e909a	57aa2ba1-c539-4030-8a18-cf83c80e909a/30ff21ce-3955-4a43-85fa-15dc6c60d8f8.htseq.counts.gz	d02d09096ccf3e3909296f80c9408d55	264998	validated
57d43a4d-fc29-4c03-88ea-1406211b3c40	57d43a4d-fc29-4c03-88ea-1406211b3c40/1fa9dd31-dda6-4598-8a67-c20e4d415c6a.htseq.counts.gz	b58ef97b2db41f7ac91e13a020a79924	263478	validated
5b734578-677f-41be-93ab-2071c987abe0	5b734578-677f-41be-93ab-2071c987abe0/024b4b7c-51b1-42da-96db-5933c34e762d.htseq.counts.gz	1c96dd13ec999a9027a1e1f12718fcf3	255469	validated
5c1880b0-83d4-46da-b5c8-5673ef4684e8	5c1880b0-83d4-46da-b5c8-5673ef4684e8/7d03109b-45bd-4f4c-836a-78d59e38fe4a.htseq.counts.gz	3c769396bc0c7a83d88b2e71e6ce66c0	259129	validated
5e2c61b7-fa2b-4ced-970c-7d5f4a59d210	5e2c61b7-fa2b-4ced-970c-7d5f4a59d210/b8fbeb3a-9dd2-41b5-a9f2-7832a9fda3f4.htseq.counts.gz	6adff563240865aabbf4254c68f24ba4	256258	validated
5f2ae1de-a656-45df-83c9-f4f220e42b0c	5f2ae1de-a656-45df-83c9-f4f220e42b0c/efdd0420-eff3-4b0b-b95b-9b7e704bec1f.htseq.counts.gz	9a9189e000174a8ae5703e3df591fb3a	260681	validated
60488726-f534-4f8c-83b9-93d2e4b129e0	60488726-f534-4f8c-83b9-93d2e4b129e0/1212a484-922a-4038-81a3-eacc506da847.htseq.counts.gz	b5738e21c5a8b7ebf8f8a6079f14435c	263532	validated
62148be5-8f0c-4041-b72f-9b5487a4bb28	62148be5-8f0c-4041-b72f-9b5487a4bb28/2737e691-0359-441c-871d-e472b0fba0e0.htseq.counts.gz	ae0b93f6816d61206a409f124ea166e1	259504	validated
6c91c725-ea60-4630-9e08-db47982e2e7e	6c91c725-ea60-4630-9e08-db47982e2e7e/a861ca1b-075a-4c28-8f86-24d9bfe520f5.htseq.counts.gz	ef260d81fc14b2043ded08da8015cf02	265482	validated
6cb6c206-0249-419d-9d15-bfc405ed8778	6cb6c206-0249-419d-9d15-bfc405ed8778/8a1347e6-3475-48aa-af4a-87b7866c4a85.htseq.counts.gz	cc0fc837a740fb149a05042290bace97	254160	validated
